tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
1.646513,-1.578979,0.473273,0.216867,-1.262479,1.478117,0.670311,0.044436,-0.519243,-0.851423,0.488041,-1.195388,-0.426085,unstable
-1.416917,1.301143,-0.72383,-1.28646,-1.705825,1.72866,1.018588,0.215685,-0.502428,1.473706,0.401645,1.394219,-0.991938,stable
0.659619,0.851746,0.615093,0.420517,0.808226,0.65898,-1.435159,-0.627669,-1.300314,-1.458618,-0.498104,1.374222,0.501176,unstable
-0.612684,-1.497562,-1.316695,0.219826,-0.127985,-0.533871,-0.922674,1.678849,-0.29863,1.369409,-0.212192,0.070456,-1.156391,stable
-0.256686,-0.645402,0.845164,-0.418771,-0.782151,1.570373,-1.369596,1.157781,-0.379517,-0.049706,1.272164,-1.31763,0.455633,unstable
-0.050896,-1.470104,0.493184,-0.026271,0.971071,-0.903487,-0.058492,-0.724723,1.447587,-1.369063,0.41818,0.119297,1.092561,unstable
1.147206,1.243641,-1.11996,-0.833685,1.280846,-0.421316,-0.418802,-1.384647,1.62621,1.430654,0.497967,1.528021,1.042541,unstable
1.097799,0.145248,1.509571,1.43022,-2.402645,1.618129,1.637601,0.917545,0.420409,0.602601,-1.315214,1.170535,1.380476,unstable
-1.337233,-0.017939,-0.291109,-1.378277,-1.972453,1.45927,0.75704,1.209741,1.313105,-0.648872,-0.574149,1.162753,-1.390385,stable
-0.187665,-0.45376,-0.207862,-1.251414,-0.121571,1.67198,-1.253801,-0.207015,0.479706,0.434841,-1.407959,0.203773,-0.071632,unstable
0.378368,-1.711845,-1.6548,0.648531,0.205455,-0.066161,0.187319,-0.478023,-0.492458,-0.254496,0.494837,0.609483,-0.903126,stable
-0.161103,0.064717,0.638924,-0.301307,0.594842,-0.392623,0.557065,-1.197652,-0.115119,0.024805,1.697772,1.481787,2.019972,unstable
-1.22893,0.004684,0.808135,-0.903991,-0.708394,1.638035,-1.512444,1.104854,-1.529365,0.615522,-1.632275,-1.138958,-1.657814,stable
-0.219349,1.314738,0.27805,-0.175048,-0.34321,0.721993,0.360173,-0.486028,0.334447,-1.421824,1.144569,0.571675,1.212798,unstable
-0.681816,-0.614186,-0.278121,0.609984,2.491481,-1.459733,-1.518529,-1.349316,0.68142,0.948949,1.120758,0.013115,1.588773,unstable
-0.852417,0.93982,1.275519,-0.968088,-1.499264,1.115666,0.816006,0.672475,0.177677,-1.328582,1.446568,0.432052,-0.03621,unstable
1.034534,0.523384,-0.487773,-1.040027,-0.206283,-0.210991,0.840887,-0.271593,-0.799078,0.020175,-1.257363,0.030047,-0.649069,stable
0.77178,-1.363451,-1.162083,0.105002,-2.515552,1.484755,1.243054,1.641578,-0.399349,0.099178,1.669129,1.348279,0.03683,unstable
0.301829,0.85327,-0.710903,0.979885,0.457244,-0.695476,-0.163094,0.064358,-0.697133,-0.262375,-0.343859,-0.625332,0.035,unstable
0.707428,-0.492556,-0.357913,1.12582,1.591055,-0.652491,-1.342381,-0.768712,0.071507,-1.411503,0.277628,-0.273788,0.319359,unstable
0.646325,1.001214,0.207386,-1.465012,0.882372,-1.567736,0.755005,-0.719906,-1.575691,1.730858,0.524103,-1.517101,0.68612,unstable
-0.632038,1.320886,1.486716,0.22386,-0.230408,-0.11811,1.017702,-0.499385,1.500998,0.681426,1.218217,-1.06485,1.159406,unstable
-1.655004,0.493144,-0.930249,0.695944,-0.365351,-0.631399,0.48261,0.783386,1.306235,-0.078759,-1.372261,0.813532,-0.741598,stable
-0.441874,-0.230178,0.195926,-0.151856,-0.126878,-0.889431,-0.407621,1.517432,-0.257517,1.367153,-0.83616,-0.617323,0.760957,unstable
-1.315967,-1.198735,0.292244,-1.019369,-0.247054,-0.37882,-0.510319,1.318259,0.599327,1.182675,0.371981,0.17079,-0.64434,stable
1.64349,-1.106213,-1.594352,0.204037,1.200524,-1.454986,0.75247,-1.382735,0.580593,0.021622,1.293852,-1.411203,-1.330833,stable
-0.17755,1.067613,0.039677,0.329628,0.30787,1.477104,-0.60818,-1.403677,-1.59135,-0.205209,-1.565401,0.859973,0.098308,unstable
-1.131184,0.864002,-1.722007,0.835517,-0.45738,-0.499339,-0.025111,1.318897,-1.551916,0.415625,0.368666,0.706854,-0.340968,unstable
-1.288485,0.906775,1.407787,-1.61419,1.585653,-0.452701,-1.211515,-1.089984,0.374852,0.70531,-0.221746,-0.259806,-0.743146,stable
-1.689972,-1.20441,-0.524455,0.617947,0.486594,0.543148,-0.976155,-0.412182,-0.588536,-1.414839,1.352948,-1.588436,-1.641398,stable
-0.391624,0.364902,-1.212074,0.94721,0.24538,-1.168438,1.054947,-0.312721,0.358485,-0.508558,-1.389425,-1.316452,-0.893792,stable
-1.614087,1.066115,-0.685673,-1.456402,-1.062249,1.089912,-0.308274,1.063435,-0.685838,-1.038218,-0.624663,-1.412784,-1.951587,stable
-0.609634,-0.404748,1.090202,0.691219,-0.904361,1.650577,0.31913,-0.398876,0.376923,-0.250818,0.45229,0.191695,0.885559,unstable
0.162367,-0.95757,1.159238,0.484878,0.812409,1.535266,-1.26237,-1.684009,0.620807,0.06985,1.397939,1.705605,1.826436,unstable
-1.164125,-1.689405,-1.197102,-0.328126,0.659638,0.574918,-1.412326,-0.308349,1.181787,-1.640486,0.43837,1.048628,-0.386574,unstable
0.430673,1.339303,0.99477,0.473924,-1.008953,1.039399,-0.810766,1.523869,-1.017204,1.020926,-0.56723,0.881166,1.308115,unstable
0.587276,-0.154103,0.24479,-0.640091,0.297223,0.96312,-0.410856,-1.068524,-0.032102,1.294802,-0.299361,-0.203023,1.159792,unstable
1.209018,0.651612,1.350409,-1.088182,1.354689,-1.700323,-0.418613,-0.234091,1.184393,0.670946,0.309159,1.503943,1.206361,unstable
-0.5388,-1.064339,0.987702,0.657953,-0.262475,-0.073737,-0.672697,1.20234,-1.008529,-0.08358,0.457747,-1.400794,-0.686315,stable
1.223287,-0.662161,-0.00841,-0.457842,-0.800713,0.202419,1.619463,-0.431083,-1.409365,0.47323,-1.637611,-1.68537,-1.813254,stable
1.127074,-0.936497,-1.227312,1.004269,1.341988,0.544751,-1.635496,-1.24022,1.708894,0.497902,1.163124,1.685034,0.947516,unstable
1.707496,-0.391417,1.121693,1.647713,0.677406,-0.201196,-0.830277,-0.145147,0.201104,-0.58759,0.651614,-0.115332,1.064521,unstable
-0.871177,-0.128877,-0.122752,0.719323,0.133995,1.016632,0.37969,-1.629066,-0.795872,1.657659,-0.533904,-0.510472,0.666256,unstable
-1.560736,1.428631,-1.408637,-0.386516,0.012691,0.422792,-0.08001,-0.364826,-0.682189,1.263696,1.080869,0.684913,-0.812252,stable
-1.53644,1.395635,-0.244983,-1.380587,-1.379235,1.173119,-0.045258,1.267802,-0.827052,-0.056738,1.488269,-1.597012,-0.577205,stable
0.373786,0.912798,1.675016,0.893238,0.521481,-0.517464,-0.251111,-0.137212,0.923059,0.38048,-0.015078,-1.633214,1.0435,unstable
1.405254,-0.589654,0.413585,-0.76534,0.728272,-1.521372,1.684883,-1.428483,-0.235597,-0.775633,0.583746,-0.719799,0.106597,unstable
-1.470666,-1.236347,-0.640098,0.391918,-1.520354,0.95931,1.024191,0.657277,-0.291299,0.200505,-1.485264,0.263309,-1.322539,stable
-1.643865,-0.980524,-1.683471,-0.545192,1.503822,-1.233042,-0.759212,-0.61981,-1.375349,0.911634,-1.654275,-0.377579,-1.019052,stable
0.302191,0.682981,-0.921783,-0.702054,1.408045,-0.946458,-0.469221,-1.030024,1.328826,0.391446,-0.345124,-0.546543,0.900698,unstable
1.512076,-0.07363,-1.558773,-1.080194,-0.272363,-1.241495,0.777586,0.93699,0.208815,-1.473009,1.374646,-1.676167,-1.770656,stable
-0.182074,0.15043,-1.335886,0.779802,-0.281501,-0.082829,1.015423,-0.44364,0.495358,-1.340104,-0.77109,-0.597161,-0.725624,stable
0.106566,-0.881524,0.919048,-1.352231,1.180835,0.076303,-0.490779,-1.636575,1.18958,-0.850932,0.063456,0.385078,0.056837,unstable
-0.517807,-0.996374,1.601581,-1.7302,1.552408,-1.034309,-0.054439,-1.607708,0.701974,0.543522,-1.304393,0.117526,-1.040655,stable
1.308643,-1.040446,0.11249,1.537058,-0.235168,0.670364,-0.097939,-0.16395,-1.051044,0.461831,1.435103,0.113464,0.473826,unstable
-0.164565,-1.072068,-0.873846,0.440801,-1.753936,1.719427,0.096216,1.230856,-0.497466,1.151093,-1.297333,-1.155178,-0.908248,stable
-0.830238,1.454927,-0.64885,-0.722888,0.729662,-1.41865,-0.248041,0.399304,-0.617009,-1.034591,-0.674666,-1.231497,-1.554185,stable
-0.573733,-1.131605,0.511319,-1.67073,-0.528739,1.305121,-1.165184,0.778456,-0.442646,-0.410058,-1.258193,0.012169,-1.296041,stable
-0.075215,0.509681,0.108381,1.473683,-0.264526,0.822253,-0.043941,-0.318844,-0.014623,-1.464277,-0.694832,0.018264,0.071309,unstable
0.291665,0.234265,0.731183,1.663757,-0.231948,0.073091,0.33774,-0.007949,-1.729308,0.846571,1.197378,-0.086122,1.182017,unstable
-0.736201,-1.294562,-1.166509,-0.844504,-1.52535,-0.185106,1.186643,1.647919,0.5461,-0.072644,-1.334606,-0.761307,-1.503113,stable
0.89773,-0.227808,-1.10691,-1.093876,-1.579887,0.805323,0.80724,1.131621,1.269696,-0.692595,-1.323797,1.465186,-0.189077,unstable
-1.187736,-0.814175,0.989404,0.444917,0.011379,1.378901,-1.555317,0.156652,-0.920868,-1.729384,1.243698,0.352792,0.378405,unstable
-1.602218,-0.669076,0.741848,0.653761,0.508545,-0.992694,0.476897,-0.367521,1.38942,-1.236184,-0.48741,0.027717,-1.090322,stable
1.041718,1.141491,-1.139012,0.426245,-0.52277,-1.441967,1.001144,1.348847,-1.105759,1.116926,1.248854,1.173023,0.913912,unstable
0.534999,-1.382396,1.202959,-1.499157,2.161246,-0.941494,-1.726094,-1.086389,-1.085226,-1.121142,-0.331339,-0.076477,-1.529703,stable
-0.66161,-0.829101,0.665656,1.166549,-0.258363,0.455715,0.572689,-0.57964,0.3517,-1.283323,1.071548,0.469447,0.816405,unstable
0.018194,-0.80663,0.452619,-0.858391,-0.200014,-1.705186,1.664172,0.388427,-0.629033,-1.023608,-1.715037,-1.300353,-1.746944,stable
-1.364758,0.915006,-1.661725,1.49753,-0.929391,0.774252,0.995412,-0.155359,-0.614326,0.721511,-0.432475,1.056308,-0.000766,unstable
1.494057,-0.907791,-1.292599,-1.711468,1.177182,0.090019,-1.649545,-0.485179,-0.72107,-0.267821,-1.682795,-0.473869,-1.486373,stable
0.272789,1.632731,-1.423307,-0.44078,-0.144117,0.788718,-0.043211,-0.495183,0.271435,-1.495579,-0.660406,1.072625,-0.399865,unstable
-0.719357,-0.725462,0.485438,1.495077,0.829277,1.186814,-1.52101,-1.106216,1.663588,-0.328372,0.719456,-1.328666,0.401219,unstable
-1.400417,-1.531599,1.679589,1.035633,-0.205461,-0.027664,-0.901681,1.286222,-0.597799,-0.432176,1.375344,0.762711,0.168381,unstable
0.816217,0.324737,-1.642398,1.386958,0.334972,-0.743404,0.436498,-0.274924,0.715013,-1.48287,0.950937,0.055158,-0.405386,unstable
-0.753623,-1.133161,-0.410545,-1.144226,-1.067121,1.086289,-0.283922,1.051168,0.533064,-0.242201,-0.147197,1.450318,0.386503,unstable
0.602583,0.02665,1.271955,-0.725814,-0.104481,1.117477,-0.815284,-0.120714,-1.351818,-1.610082,1.495902,0.901984,0.241862,unstable
0.39283,0.498691,1.556341,0.359731,0.605758,0.575029,-0.51694,-1.11026,0.468128,-1.379363,-1.526096,-1.623212,-0.791248,stable
0.976769,0.168975,1.380574,0.81515,-1.096185,1.471156,1.415314,-0.982451,-0.874494,-0.877588,1.248487,-1.076289,0.678765,unstable
0.536901,-1.19557,1.240675,-0.253832,0.606157,0.898957,-0.399209,-1.552613,1.016948,-1.567022,-1.5938,-0.679281,-0.374907,unstable
1.476525,-1.21627,0.876779,-1.5716,-0.700842,0.444964,1.448031,-0.675667,1.629411,-0.143965,0.887107,0.275823,0.154307,unstable
-1.431689,0.628004,0.08013,-0.197086,-0.170777,-0.294282,0.355816,0.235096,0.005964,-0.517841,0.86138,1.063286,0.735257,unstable
-0.999352,-0.011105,-0.309362,-0.891716,-0.944097,0.557761,1.075641,0.006447,0.369078,-1.664108,-1.550143,1.365198,-1.342336,stable
0.310818,-0.194617,1.551985,-1.115344,-0.086844,-0.423349,0.785076,-0.210884,-0.347072,1.718749,-0.53422,-1.171605,0.345345,unstable
-1.52468,-0.451595,-0.619353,0.271436,-0.15327,1.227497,-1.050878,0.089604,0.188235,-0.564161,-0.445306,-0.370361,-1.324116,stable
0.363476,-1.4316,0.10771,-0.98935,-0.319727,0.066485,0.247157,0.241708,-0.758092,-1.291758,-0.356273,1.730653,-0.760215,stable
-0.831419,-0.223606,1.332759,-0.592399,-0.826726,1.035816,-1.223965,1.624131,0.299335,-1.233055,-0.639712,-1.144752,-1.243973,stable
-0.789192,1.585562,0.168181,0.507786,-0.972335,1.038416,-0.812066,1.462548,-0.91172,0.777988,0.029596,0.725258,1.025732,unstable
-1.054232,0.861562,-0.364789,-0.134696,0.482065,-1.076101,-0.21523,0.454008,-1.383908,-0.105562,1.090195,-1.046764,-0.071213,unstable
-1.683186,-0.584241,-1.403266,0.45674,0.254142,0.314002,-0.052115,-0.703318,0.183006,-1.503216,1.069613,-1.21387,-1.68545,stable
-0.941445,-0.216528,-0.521428,0.91772,1.595787,-0.973967,-1.170425,-0.62741,1.243251,0.934078,1.611483,0.232214,1.586122,unstable
-0.176739,0.985697,1.184199,1.217547,-0.379281,-1.060245,1.247849,0.471187,0.969252,1.510545,0.115852,0.76888,1.950559,unstable
0.212923,0.031097,-1.124909,0.101263,-0.522507,-0.576406,0.484633,0.99934,-0.48932,-1.040322,-0.990859,-0.695919,-1.026403,stable
0.84168,-1.157106,-1.730351,-1.093177,0.355666,-0.228939,0.164417,-0.553251,-1.261162,-1.377248,0.080336,-0.310114,-1.319715,stable
1.460066,0.959837,-0.089064,1.441651,1.299426,-0.797422,-0.553437,-0.906178,0.031504,-1.706075,1.32481,-0.353869,0.647939,unstable
-1.608849,1.411593,0.295461,-1.22658,2.331528,-1.42999,-1.028268,-1.591489,-1.336586,0.626582,-1.142789,0.682017,-0.903565,stable
-1.021412,-0.929624,0.494226,-0.304769,0.779647,-0.172317,-0.47013,-0.711761,1.44118,1.155394,0.265359,-1.021836,0.28589,unstable
0.66184,-0.875184,-1.138074,0.503751,-0.558693,-1.135261,0.506104,1.599578,-1.678974,0.459204,0.391143,0.908688,-0.335783,unstable
1.202062,0.596252,0.497381,-0.203078,-0.349798,-0.974684,1.593442,-0.011178,0.223938,-0.757082,-0.97234,-0.110739,0.422042,unstable
-0.231116,1.022918,-0.332678,0.188359,1.79409,-1.278262,-1.011401,-0.826582,-0.445608,0.008559,-0.056801,0.117838,0.734053,unstable
0.678269,0.037893,1.455654,-0.676586,1.315295,0.931264,-1.629453,-1.586413,1.385475,1.37633,0.172555,0.287298,1.692599,unstable
1.316455,0.268902,-0.625801,1.215257,0.441231,0.944498,-1.268544,-0.442349,0.890065,1.321723,1.083852,0.292016,1.686009,unstable
0.837563,0.582556,1.029382,1.615394,-1.342453,1.465929,0.145218,0.720628,0.237302,1.43986,0.711375,1.320878,2.138692,unstable
-0.795026,0.673547,0.4077,1.232547,-0.641758,-0.629485,1.307068,0.437116,0.558246,-1.714956,-0.989378,1.222251,0.123025,unstable
1.440748,-0.59436,0.074887,0.581671,-0.048504,-0.752803,1.698311,-0.86126,-0.848677,1.062992,0.0447,-1.562159,-0.151384,unstable
-0.919202,1.030589,-1.077464,-0.513209,-0.0463,-1.394208,-0.101735,1.576363,0.138303,1.5497,0.871413,1.340405,0.708411,unstable
0.359326,0.215333,-0.508174,1.586169,1.894456,-1.591014,-0.912673,-0.786889,0.452008,-1.332536,0.420728,-0.305006,0.371916,unstable
-1.229596,0.230054,-1.571635,0.1627,0.271359,-0.35243,-0.398041,0.279133,1.343069,-0.73709,-0.152662,1.714148,-0.161515,unstable
-1.707854,-1.395584,0.890116,-0.013153,-0.74465,1.531496,-1.653859,1.415783,-1.371528,-1.367694,0.74063,-0.62263,-0.753129,stable
0.678152,1.021985,-1.372898,1.379405,-0.110691,-1.179011,0.519018,0.852257,-0.353322,-1.122365,-0.855149,0.593347,0.086372,unstable
1.193772,-0.524721,0.908762,-0.619921,0.883169,-1.408411,0.728827,-0.854438,1.238996,0.041561,-1.720677,1.528548,0.537862,unstable
-0.386241,-1.483057,-0.512544,1.425738,-1.730736,0.837401,0.760571,1.40823,0.472033,-1.495094,-0.676142,-0.132042,-0.691388,stable
-0.929304,-0.6964,0.880391,-0.032547,-0.736144,-0.786865,1.078614,0.986897,-1.032851,1.728569,-0.021886,-1.160181,-0.161097,unstable
1.350691,-1.632217,-0.395694,0.488494,-0.006491,0.876537,0.453546,-1.318809,0.527107,-1.360497,0.850841,0.317137,0.570578,unstable
-0.0625,1.662451,0.682518,0.306805,-0.096122,0.372747,0.656499,-0.862288,-0.004616,-1.589028,-1.298932,-0.030888,-0.319559,unstable
-0.945073,-0.258845,-0.400485,0.894351,0.187506,-1.564534,0.282044,0.956801,-0.635573,-0.512608,0.663991,0.810152,0.55953,unstable
0.664509,-0.014027,-0.897721,1.490943,0.32927,-0.722763,-0.904642,1.05548,-0.937637,-1.446093,-1.179256,1.049272,-0.02219,unstable
1.453213,0.146328,0.06194,0.976879,-0.348017,-0.100069,1.498215,-0.793658,0.742763,-1.623096,-0.004937,-0.969814,0.407752,unstable
1.601844,0.844247,-0.372822,1.072102,-0.714937,-0.03587,0.324334,0.953345,0.118968,-0.040368,1.683483,0.006775,1.280105,unstable
0.681248,0.424663,1.197229,-1.270841,-0.114381,0.620129,-1.283366,0.861912,-0.755486,0.756395,-1.460788,1.393484,-0.383163,unstable
-1.561275,1.258513,-0.68144,0.980006,1.792405,-1.039155,-1.078725,-0.995439,-1.489495,0.095587,-0.689585,-1.500451,-1.107866,stable
1.667586,-1.093652,-0.911605,-0.960388,-0.78491,-0.496143,0.246817,1.612674,-0.840118,0.412064,-0.805013,0.449153,-0.876505,stable
1.099863,-0.434404,-0.63489,-0.139799,-1.469609,1.013053,1.042264,0.49732,1.325193,-0.788178,-0.184854,1.234985,1.124935,unstable
1.698914,0.397176,-1.303692,-1.216528,-0.702238,1.201622,-1.07761,1.09574,1.622563,-0.840278,0.394511,-0.794052,-0.454383,stable
-0.949406,-0.742199,1.499541,1.119991,-2.041132,1.128188,1.026294,1.390861,1.706328,0.472071,0.611394,0.247693,0.351568,unstable
0.190182,-1.380011,-0.195975,-0.122993,-0.005561,-1.107936,1.172945,-0.05535,1.263538,-0.967674,1.393912,-0.943044,0.971518,unstable
-1.249001,-0.522347,0.118019,-0.773345,-0.811351,0.072734,0.274917,1.061626,1.388307,-0.418093,1.159155,-0.49654,0.354707,unstable
-1.278903,-1.55511,-0.31502,-0.246517,2.435632,-1.239771,-1.339315,-1.651486,-0.794337,-0.192512,-0.618254,0.589029,-0.888833,stable
-1.624149,-0.844496,1.623313,1.018168,0.495071,1.376419,-0.909641,-1.326689,0.596116,0.549557,0.606832,0.620422,-0.267715,unstable
1.352953,1.11746,-1.336297,-1.454603,0.445425,-0.351664,-0.302336,-0.119681,-0.622546,1.216844,1.31253,-1.049287,-0.564334,stable
-1.689637,-0.343069,-0.429929,-0.073651,-1.74405,0.94817,0.398073,1.683083,-0.686414,1.079953,-0.874832,-1.11266,-0.985776,stable
1.312756,1.138736,0.419706,-1.368966,-0.28646,-0.013659,0.772886,-0.26166,0.556755,-1.512492,-0.772482,-0.084922,-0.508937,stable
-0.098385,1.564836,-1.254303,-1.207221,0.3266,-0.839057,-1.130052,1.401822,0.446078,-0.677893,1.623495,-0.172037,-1.373384,stable
-0.307865,-0.920615,1.351082,-0.303866,-1.470446,1.501092,1.114199,-0.061199,0.812986,0.163385,0.700945,-0.571722,0.454391,unstable
-0.627536,-0.322872,0.751926,0.803496,0.597565,-0.608002,-0.09617,-0.333768,0.643095,-0.566791,-1.48897,-0.011374,-0.113482,unstable
-1.580816,1.584655,-0.88957,0.565905,0.004014,-1.060647,1.104872,-0.051199,0.99358,-0.576207,-0.096209,-0.45696,-1.198782,stable
0.169822,-1.075506,-1.392231,0.249197,1.818305,-0.761654,-1.309912,-1.086738,0.884764,0.296091,-0.324723,-0.354933,-0.117001,unstable
0.916818,-1.471664,0.45532,1.714534,0.834491,-1.145571,1.304675,-1.608573,0.586154,1.081219,0.909777,1.000734,0.803804,unstable
-1.352738,0.716101,-0.036536,0.619478,0.572707,-0.55117,-1.214955,0.771361,-1.152132,0.528121,1.188642,1.632293,1.58561,unstable
-1.278717,-1.626434,0.348669,1.191089,-0.945857,1.629676,-1.428177,1.441407,-0.868629,0.810295,-0.476451,0.396569,-1.287998,stable
0.885185,0.975993,1.206643,1.654114,0.834413,-1.511095,-0.616742,0.678502,0.005405,0.933034,0.143899,-0.107779,1.538465,unstable
-0.215504,-0.334837,-1.262452,-0.566461,-0.76748,1.120688,0.946614,-0.734228,-0.140427,-1.439116,-1.49563,1.021034,-0.713185,stable
0.427222,-1.476805,-1.556177,0.194363,-1.115097,1.399432,0.00968,0.527756,0.644519,1.361078,-0.023082,1.446794,-0.096209,unstable
1.595229,0.088663,-0.274685,-1.543431,-0.536782,0.012036,0.063442,0.856885,0.965112,0.303955,-1.665175,-0.066173,-0.331784,unstable
0.222511,-0.69388,-0.512177,0.870664,-0.483285,-0.985237,1.198151,0.626528,1.117788,-1.115787,1.285418,-1.103575,0.749217,unstable
0.042202,-0.23329,0.846351,0.234296,0.31431,-0.706406,0.455892,-0.295427,0.719472,-0.080424,1.519854,-0.845815,1.498317,unstable
-1.719047,1.485637,-0.210971,0.018565,-0.936572,-1.691478,1.721035,1.59722,-1.509141,1.343347,-1.371013,-1.055068,-0.182686,unstable
0.521135,1.196844,0.278916,1.237325,-0.359876,1.308156,0.035325,-0.718394,0.512671,0.322793,1.648199,0.981065,2.104709,unstable
0.65198,1.603237,0.161049,1.43845,0.479873,0.464461,-1.538123,0.240147,1.090524,1.110819,0.738914,-1.530405,1.487435,unstable
0.357218,-0.424548,1.702309,0.806069,-0.106418,1.453841,-0.245149,-1.023848,-1.659907,-1.393682,-0.126861,-0.374166,-0.324801,unstable
0.58503,-1.57442,1.535297,0.292242,1.697319,-0.526814,-1.669037,-0.752307,-0.679242,1.185318,1.032068,-0.434962,-0.247236,unstable
-1.630912,1.458205,0.324039,-0.875131,-0.072913,0.027999,1.352796,-1.25415,1.542915,0.939519,-1.624037,-0.37512,-0.990028,stable
-1.010553,-0.572141,-0.645125,0.897133,0.434384,0.639798,-0.488744,-0.905557,-0.948715,-0.141615,-0.880304,0.56446,-0.415946,unstable
-0.445978,0.730398,1.191103,1.291976,0.301805,-1.537516,-0.044713,1.058007,-1.028664,0.543959,-0.45774,-1.103072,0.334794,unstable
-1.540852,-0.699962,-1.125436,-0.995246,-0.003353,-1.517012,1.665211,-0.142375,0.356883,0.69892,-1.520361,0.405955,-1.295628,stable
1.346005,-0.133417,1.389117,1.556084,-0.195554,-1.179728,0.710647,0.808749,1.137123,1.581996,-1.097432,0.518771,1.498297,unstable
0.122036,-1.694254,-0.390782,-0.237312,1.339383,0.855591,-1.692521,-1.489511,-0.662764,0.79141,-1.542511,-1.190643,-1.480193,stable
-0.331661,-1.513217,1.261411,-1.155819,-0.296429,1.602747,-1.464861,0.376998,0.161557,-0.324497,-1.554431,-0.050888,-1.436055,stable
-1.457618,-0.711188,-0.812523,1.339592,-0.362309,-0.287829,-0.735865,1.653007,0.246567,0.451656,-1.158852,-0.445751,-1.019092,stable
0.556653,-1.609607,0.133947,0.936735,-0.663775,0.028704,0.287702,0.836538,-0.713145,-1.022877,-1.131159,-0.690857,-1.193937,stable
-1.610599,1.682862,1.628917,-1.045377,-0.082427,0.574004,-1.10286,0.672028,0.326069,-1.187098,0.978893,-1.154512,-0.887525,stable
-0.795709,1.191614,1.72835,1.722092,-0.274863,-0.34695,1.605173,-0.780801,-1.37386,1.341233,-1.163375,1.133942,1.093974,unstable
-1.355711,-1.10428,-1.715316,0.804107,0.097366,0.432501,0.97554,-1.577161,-0.254372,-1.657936,-0.359539,0.98296,-1.32076,stable
0.64008,-1.445112,1.318763,1.663462,-0.642026,1.372915,-0.62969,0.371942,-0.56745,0.574375,-1.001724,0.369468,-0.37954,unstable
0.900632,0.953693,-0.223145,-0.689801,0.52216,-1.262546,0.128518,0.227061,1.024221,1.546036,-1.492877,0.387303,1.254176,unstable
0.687511,-0.811029,-1.371657,1.703783,-0.908359,1.080298,0.443903,0.053573,-1.323966,-1.477677,-1.237359,0.682874,-0.653002,stable
0.150892,-1.170434,1.122098,-0.20833,0.432904,-0.748237,0.646505,-0.650202,0.923551,-0.793648,0.346776,0.986814,1.082532,unstable
-0.310866,-0.70007,0.994093,0.753565,0.399207,1.041799,-0.206605,-1.528595,1.275211,0.127275,1.12042,-0.440544,1.288024,unstable
-0.158604,-1.364821,-0.051689,0.279302,0.391106,1.001601,-1.328665,-0.352267,-1.128318,-0.302991,1.1103,1.698227,1.026034,unstable
0.263488,-0.735102,-0.336661,0.945292,1.08979,-1.328157,0.49856,-1.063315,0.507562,0.222428,-0.430564,1.411865,1.263923,unstable
1.719386,-1.133653,-1.709324,-1.231273,1.652525,-1.664846,-0.575726,-0.629781,1.414079,1.437599,-1.203771,1.055437,-1.100365,stable
1.117352,-1.500647,0.365264,1.22063,-0.426299,-1.436381,0.747693,1.429147,-0.04813,0.744418,-0.986484,1.632967,0.35111,unstable
-0.023973,1.055329,0.767084,-1.633542,1.207423,-0.906565,-0.250481,-0.940188,-1.650824,0.885316,-0.296805,0.371653,-0.425042,unstable
1.250743,-0.315743,-0.235575,1.509388,0.613334,-1.167152,-1.257253,1.359074,-1.420728,-0.746499,0.566928,-0.982916,-0.566438,stable
0.718278,0.032648,1.652695,-0.857024,0.688682,-1.086812,0.382535,-0.49193,1.222903,0.352394,-0.125869,-1.383961,0.930404,unstable
1.014385,0.583402,1.531602,1.313534,0.32264,-0.141228,-0.524694,0.105512,1.068452,-0.051133,-1.146385,1.489988,1.633434,unstable
0.684294,1.290236,-1.111153,-0.502707,0.424205,-0.659205,0.418421,-0.496039,-0.458584,-0.76195,1.569971,1.257319,-0.032769,unstable
1.247862,1.589854,1.038424,-1.661102,0.309648,-0.81097,0.93757,-0.664444,0.663269,-0.245823,0.644744,0.835774,0.379061,unstable
0.515272,-0.89836,-1.273139,0.052083,0.966632,-0.860509,-1.080854,0.262372,-1.281358,-0.724756,0.374685,0.539149,-0.935,stable
-0.815667,-1.039323,0.23373,1.216171,-0.632771,-0.760085,1.094216,0.76496,1.11349,0.730583,-0.139294,-1.420265,-0.378393,unstable
-0.813767,-0.751714,-0.631062,-1.076145,-0.775135,0.411825,-0.351382,1.285928,-0.440573,-0.913189,-1.556158,-0.281451,-1.35355,stable
1.102863,0.907383,-1.336997,1.699237,-0.112292,0.58291,-1.533,1.145136,0.518386,0.568366,0.781925,-1.383801,0.160498,unstable
1.682346,1.606901,0.350592,-1.177581,2.011033,-0.999615,-1.535445,-0.958004,-0.556975,-0.852163,-0.358524,-0.498823,-0.452566,stable
0.365729,0.257687,1.702642,0.48008,0.144043,1.524013,-1.721638,-0.052569,-0.454391,-1.698684,-0.412917,-1.238829,-0.499411,stable
-0.540775,0.421947,-1.299288,0.442774,-0.723416,0.246966,0.399687,0.609884,0.715459,-0.881582,-0.019568,1.040329,0.442543,unstable
-1.305814,-1.285337,-0.105626,-0.210903,0.153774,-1.182017,1.339659,-0.42474,-1.096985,-1.466344,-0.103607,0.337872,-0.932932,stable
